guid/image/axis,value
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0204/z,9.457383
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0205/x,-4.018654
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0205/y,-0.053295836
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0205/z,9.457383
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0206/x,-4.018654
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0206/y,-0.053295836
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0206/z,9.457383
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0207/x,-4.018654
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0207/y,-0.053295836
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0207/z,9.457383
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0208/x,-4.018654
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0208/y,-0.053295836
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0208/z,9.457383
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0209/x,-4.018654
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0209/y,-0.053295836
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0209/z,9.457383
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0210/x,-4.018654
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0210/y,-0.053295836
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0210/z,9.457383
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0211/x,-4.018654
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0211/y,-0.053295836
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0211/z,9.457383
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0212/x,-4.018654
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0212/y,-0.053295836
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0212/z,9.457383
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0213/x,-4.018654
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0213/y,-0.053295836
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0213/z,9.457383
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0214/x,-4.018654
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0214/y,-0.053295836
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0214/z,9.457383
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0215/x,-4.018654
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0215/y,-0.053295836
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0215/z,9.457383
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0216/x,-4.018654
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0216/y,-0.053295836
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0216/z,9.457383
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0217/x,-4.018654
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0217/y,-0.053295836
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0217/z,9.457383
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0218/x,-4.018654
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0218/y,-0.053295836
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0218/z,9.457383
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0219/x,-4.018654
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0219/y,-0.053295836
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0219/z,9.457383
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0220/x,-4.018654
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0220/y,-0.053295836
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0220/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0000/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0000/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0000/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0001/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0001/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0001/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0002/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0002/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0002/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0003/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0003/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0003/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0004/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0004/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0004/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0005/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0005/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0005/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0006/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0006/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0006/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0007/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0007/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0007/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0008/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0008/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0008/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0009/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0009/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0009/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0010/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0010/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0010/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0011/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0011/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0011/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0012/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0012/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0012/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0013/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0013/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0013/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0014/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0014/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0014/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0015/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0015/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0015/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0016/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0016/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0016/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0017/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0017/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0017/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0018/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0018/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0018/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0019/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0019/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0019/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0020/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0020/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0020/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0021/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0021/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0021/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0022/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0022/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0022/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0023/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0023/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0023/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0024/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0024/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0024/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0025/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0025/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0025/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0026/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0026/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0026/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0027/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0027/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0027/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0028/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0028/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0028/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0029/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0029/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0029/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0030/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0030/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0030/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0031/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0031/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0031/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0032/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0032/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0032/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0033/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0033/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0033/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0034/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0034/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0034/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0035/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0035/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0035/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0036/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0036/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0036/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0037/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0037/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0037/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0038/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0038/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0038/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0039/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0039/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0039/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0040/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0040/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0040/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0041/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0041/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0041/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0042/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0042/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0042/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0043/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0043/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0043/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0044/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0044/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0044/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0045/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0045/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0045/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0046/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0046/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0046/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0047/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0047/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0047/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0048/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0048/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0048/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0049/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0049/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0049/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0050/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0050/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0050/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0051/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0051/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0051/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0052/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0052/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0052/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0053/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0053/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0053/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0054/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0054/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0054/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0055/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0055/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0055/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0056/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0056/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0056/z,9.457383
90f7f6d8-5492-4944-adde-a7826caa03e4/0057/x,-4.018654
90f7f6d8-5492-4944-adde-a7826caa03e4/0057/y,-0.053295836
90f7f6d8-5492-4944-adde-a7826caa03e4/0057/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0000/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0000/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0000/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0001/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0001/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0001/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0002/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0002/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0002/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0003/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0003/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0003/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0004/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0004/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0004/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0005/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0005/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0005/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0006/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0006/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0006/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0007/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0007/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0007/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0008/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0008/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0008/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0009/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0009/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0009/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0010/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0010/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0010/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0011/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0011/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0011/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0012/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0012/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0012/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0013/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0013/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0013/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0014/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0014/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0014/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0015/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0015/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0015/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0016/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0016/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0016/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0017/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0017/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0017/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0018/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0018/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0018/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0019/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0019/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0019/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0020/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0020/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0020/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0021/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0021/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0021/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0022/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0022/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0022/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0023/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0023/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0023/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0024/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0024/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0024/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0025/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0025/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0025/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0026/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0026/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0026/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0027/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0027/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0027/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0028/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0028/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0028/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0029/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0029/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0029/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0030/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0030/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0030/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0031/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0031/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0031/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0032/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0032/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0032/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0033/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0033/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0033/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0034/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0034/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0034/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0035/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0035/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0035/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0036/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0036/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0036/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0037/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0037/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0037/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0038/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0038/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0038/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0039/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0039/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0039/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0040/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0040/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0040/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0041/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0041/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0041/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0042/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0042/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0042/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0043/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0043/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0043/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0044/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0044/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0044/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0045/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0045/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0045/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0046/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0046/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0046/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0047/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0047/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0047/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0048/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0048/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0048/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0049/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0049/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0049/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0050/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0050/y,-0.053295836
93f2afed-27f8-4c83-895e-99c0fe590819/0050/z,9.457383
93f2afed-27f8-4c83-895e-99c0fe590819/0051/x,-4.018654
93f2afed-27f8-4c83-895e-99c0fe590819/0051/y,-0.053295836
